page_url,image_url,tvshow_title,description
https://lordserials.fan/zarubezhnye-serialy/1333-flejshman-v-bede.html,,Флейшман в беде,"После развода Тоби Флейшман начинает пользоваться приложениями для знакомств и наслаждается свободой. Но однажды его бывшая жена Рэйчел бесследно исчезает. Теперь мужчина вынужден разрываться между карьерой, заботой о детях, налаживанием личной жизни и попытками понять и переосмыслить, что произошло с их браком, а заодно разобраться, что случилось с Рэйчел."
https://lordserials.fan/zarubezhnye-serialy/571-shmigadun-b1.html,,Шмигадун!,"Чтобы оживить отношения, пара отправляется в поход, но внезапно попадает в заколдованный городок, в котором все живут словно в студийном голливудском мюзикле 1940-х годов. И что самое ужасное - покинуть волшебный город они смогут только когда встретят настоящую любовь."
https://lordserials.fan/zarubezhnye-serialy/2141-sestra.html,,Сестра,"Нейтан — 30-летний мужчина из среднего класса, образцовый семьянин, живущий в счастливом браке с Холли. Однако ее жизнь омрачена трагедией — семь лет назад при загадочных обстоятельствах исчезла ее младшая сестра Элиза."
https://lordserials.fan/zarubezhnye-serialy/1996-sen-per.html,,Сен-Пьер,"Еще совсем недавно Донни «Фиц» Фицпатрик служил в Королевской полиции в Ньюфаундленде. Но его желание наказать одного влиятельного человека сыграло с детективом очень злую шутку. Обвинив местного известного политика в коррупции, Фиц потерял должность. И был направлен на работу на живописные небольшие острова, расположенные в Атлантическом океане."
https://lordserials.fan/zarubezhnye-serialy/2191-prestuplenija-ot-ljubvi-do-nenavisti.html,,Преступления: от любви до ненависти,"Документальный сериал исследует ряд убийств, совершенных на почве ненависти. Каждый случай демонстрирует, как предвзятость, личные убеждения и даже сильные эмоции могут привести к трагедии."
https://lordserials.fan/zarubezhnye-serialy/237-tma-vh1.html,,Тьма,"Провинциальные городки вроде немецкого Виндена являются довольно спокойными и безопасными местами для жизни, где практически не происходят серьезные правонарушения. Однако, конкретно этот населенный пункт все же привлек внимание федеральных правоохранительных структур после того, как исчез пятнадцатилетний старшеклассник по имени Эрик Обендорф. Последний занимался торговлей запрещенных веществ и недавно отправился в лес. Пара одноклассников выдвигают предположение, что в чаще дилер обустроил тайник, потому отыскав его можно раздобыть большое количество наркотиков. Пять подростков отправляются на поиски и по дороге сталкиваются с любознательной девушкой Франциской. Далее слышатся пугающие звуки и компания пускается в рассыпную. Когда они вновь собираются вместе, то выясняется, что Миккель так и не вернулся. Его отец Ульрих работает полицейским в местном участке и при схожих обстоятельствах потерял брата в 1986-ом году. Самое же странное, что обследовав лет удается обнаружить труп мальчика, на котором одежда восьмидесятых годов двадцатого века. Неподалеку расположена пещера, в которой находится таинственная дверь, которую никак не удается взломать, чтобы пройти дальше."
https://lordserials.fan/zarubezhnye-serialy/160-inaja-zhizn-s234.html,,Иная жизнь,Космонавт Нико Брекинридж вместе с командой исследовательского судна должна выяснить происхождение таинственного инопланетного артефакта. В процессе поиска они столкнутся с настоящим космическим ужасом.
https://lordserials.fan/zarubezhnye-serialy/2187-soedinennye-shtaty-i-holokost.html,,Соединенные Штаты и Холокост,"Американцы считают себя «нацией иммигрантов», но по мере того, как в Европе развернулась катастрофа Холокоста, Соединенные Штаты оказались не готовы открыть свои двери более чем для небольшой части сотен тысяч отчаявшихся людей, ищущих убежища. Благодаря захватывающим показаниям свидетелей и выживших, которые в детстве пережили преследование, насилие и бегство, когда их семьи пытались сбежать от Гитлера, этот сериал глубоко погружается в трагические человеческие последствия общественного безразличия, бюрократической волокиты и ограничительных законов о квотах в Америке. Неужели нация не смогла соответствовать своим идеалам? Это история, с которой нужно считаться."
https://lordserials.fan/zarubezhnye-serialy/1688-jerik-nt-apple.html,,Эрик,"Мини-сериал ""Эрик"" погружает зрителей в мрачную атмосферу 1980-х годов, где на фоне ярких огней и кипящей жизни Нью-Йорка разворачивается трагическая история. В центре сюжета – Винсент, кукловод и создатель известного детского телешоу. Его мир рушится, когда его девятилетний сын Эдгар бесследно пропадает по дороге в школу. Охваченный горем и отчаянием, Винсент теряет связь с реальностью."
https://lordserials.fan/zarubezhnye-serialy/118-legion-hs.html,,Легион,"Дэвид Хэллер - тридцатилетний мужчина, которого мучают психические расстройства, мешающие ему оставаться привязанными к реальности. После постановки диагноза шизофрения в подростковом возрасте он проводит большую часть своей жизни в психиатрической лечебнице. После попытки самоубийства героя госпитализируют в психиатрическую больницу ""Клокворкс"", где он преисполняется оптимизмом после встречи с пациенткой по имени Сидни Барретт, которая вскоре становится его подругой. Но когда Сидни выписывают, Дэвид пытается поцеловать ее, что приводит к трагическим последствиям: герои временно обменивается телами, и Сидни, не контролируя способности Дэвида, непреднамеренно убивает Ленни - другого пациента, с которым он был связан с помощью телекинетических способностей. Пока Дэвид в теле Сидни находится за пределами больницы, она привлекает внимание некой правительственной организации, которая удерживает ее в секретной лаборатории. Когда герои возвращаются в свои тела, Дэвид вновь оказывается заключен в больнице, где начинает понимать, что голоса и видения, которые преследовали его, могут быть результатом не только психических расстройств, но и реальных сверхъестественных способностей. Вскоре Сидни удается освободить любимого с помощью других людей со сверхчеловеческими способностями, работающих в организации, возглавляемой Мелани Берд. Ее цель состоит в том, чтобы предоставить убежище и поддержку людям с исключительными способностями, таким как Дэвид. Сидни и Дэвид присоединяются к Мелани Берд."
https://lordserials.fan/zarubezhnye-serialy/351-monstry-vnutri-24-lichnosti-billi-milligana-v1.html,,Монстры внутри: 24 личности Билли Миллигана,"Невероятно загадочная история, которая заставила содрогнуться огромное количество адвокатов, юристов и судов. Дело происходило в начале семидесятых годов прошлого века, знаменитый насильник заявил, что он невиновен в своих деяниях. Конечно, ему мало кто поверил, ведь против него было много доказательств, записей, слова очевидцев и жертв, которые смогли уйти живыми от своего насильника. Билли же заявляет, что не мог этого сделать, так как в его голове находятся двадцать четыре личности, способные контролировать его сознание. Но правда ли мужчина более биполярным расстройством личности? Многие эксперты ставят под сомнение его заявление, ведь если его посчитают недееспособным, то срок значительно уменьшится. Но что если это правда, что если Билли правда окажется жертвой своего заболевание, что если ему реально жаль действий, которые совершало его тело с другим разумом? Тяжёлая и наполненная непонятными линиями, истории расскажет не просто о довольно тяжёлом событий того времени, но и наглядно покажет, что происходит в голове у таких преступников. Чем же закончится финал, какой окончательный вердикт вынесет мировой суд и что же окажется правдой на самом деле?"
https://lordserials.fan/zarubezhnye-serialy/1410-na-svoem-meste.html,,На своем месте,Лидер молодежного центра из пригорода Парижа становится кандидатом на президентских выборах. Но готова ли Франция к темнокожему президенту?
https://lordserials.fan/zarubezhnye-serialy/217-bog-menja-zafrendil-v2.html,,Бог меня зафрендил,"Майлз рос в верующей семье. Он был еще ребенком, когда заболела родительница. Мальчик истово молился, прося Господа оставить в живых его маму. Однако она все равно умерла. С той печальной поры, осиротевший ребенок убедился, что Бога нет. А его отец служил проповедником в храме и не переставал оставаться набожным человеком. Герой вырос и покинул отчий дом, перебравшись в Нью-Йорк. Юноша-атеист устроился работать на радио и не упускал шанса напомнить слушателям о том, что на небесах никого нет. С папой он не поддерживал отношений из-за пропасти в их разных мировоззрениях. Однажды в Facebook он увидел запрос на добавление в друзья от ... Всевышнего. Шутки ради парень-не верующий добавил неординарного френда. И как ни странно его жизнь и судьбы дорогих ему людей переменились к лучшему. Новоявленный друг-Создатель направляет парня-атеиста. То он по Его совету знакомится с Джоном и спасает ему жизнь. В другой раз герой познакомился с милой девушкой Карой и был с нею счастлив. Атеист все чаще задумывается о пересмотре своих убеждений. И даже решил примириться с отцом-священнослужителем..."
https://lordserials.fan/zarubezhnye-serialy/1831-vse-sovpadenija-nesluchajny-21.html,,Все совпадения неслучайны,"У журналистки Кэтрин Равенскрофт счастливая жизнь: любящие муж и сын, успешная карьера, общественное признание, высокое финансовое положение. Духовные и материальные блага женщина обрела путём скандальных разоблачений известных людей и компаний. После очередного мероприятия, где её похвалили и наградили, она обнаруживает подаренную книгу. Прочитав её, главная героиня приходит в негодование, а после и вовсе понимает - что за подарок был на столе. Роман повествует о ней самой, о её пережитом страхе, тайне, способной разрушить нажитое. Кто-то из давно забытого прошлого хочет рассказать страшную правду. Только один человек мог написать эту историю, и она готова с ним встретиться. Корреспондентка пойдет на многое, чтобы не потерять работу и семью."
https://lordserials.fan/zarubezhnye-serialy/1037-tom-svift.html,,Том Свифт,Изобретатель-миллиардер Том Свифт попадает в мир заговоров и необъяснимых явлений после исчезновения отца.
https://lordserials.fan/zarubezhnye-serialy/2337-put.html,,Путь,"На севере штата Нью-Йорк появляется неизвестный и загадочный религиозный культ, в самом центре которого оказываются переживающий кризис веры Эдди и его преданная жена Сара, а их неофициальным лидером становится амбициозный Кэл."
https://lordserials.fan/zarubezhnye-serialy/2262-protivostojanie.html,,Противостояние,"Секретная лаборатория становится эпицентром катастрофы после утечки смертельно опасного вируса. Все сотрудники погибают за считанные часы, и лишь одному охраннику с семьёй удаётся выбраться наружу. Но побег оборачивается началом глобальной эпидемии, уносящей жизни миллионов. Мир рушится, а немногие выжившие оказываются перед выбором: сохранить человеческие ценности или поддаться влиянию таинственного Черного Человека — загадочной фигуры, использующей хаос для достижения власти. В новой реальности борьба идёт не только за выживание, но и за душу человечества."
https://lordserials.fan/zarubezhnye-serialy/2020-nulevoj-den-series.html,,Нулевой день,"Уважаемому бывшему президенту США Джорджу Маллену, которому, как главе Комиссии нулевого дня, поручено найти виновных в разрушительной кибератаке, вызвавшей хаос по всей стране и тысячи человеческих жертв, в поисках правды сталкивается с дезинформацией, личными амбициями влиятельных людей из сферы технологий, правительства и Уолл-стрит, а также собственными тёмными секретами, рискуя всем, что ему дорого."
https://lordserials.fan/zarubezhnye-serialy/503-ubijstvo-po-frejdu-s4.html,,Убийство по Фрейду,"Вена. В 1900 году тут начинают происходить странные события, связанные с убийствами людей. Полиция не в состоянии понять причины убийцы, потому им нужна помощь. Это дело ведёт Оскар Райнхард, который сталкивается впервые с такой чередой жестоких убийств. Ему также требуется помощь, и неожиданно она появляется. Потому что этим делом заинтересовался ещё один человек,"
https://lordserials.fan/zarubezhnye-serialy/276-sovremennaja-ljubov-sg1.html,,Современная любовь,"Истории из жизни людей, которые влюбляются и ссорятся, сходятся и расходятся, всячески пытаются справиться с любовью в современном мире."
https://lordserials.fan/zarubezhnye-serialy/2256-nobel-mir-ljuboj-cenoj.html,,Нобель: Мир любой ценой,"После тяжёлой службы в Афганистане лейтенант Эрлинг возвращается в Норвегию, надеясь оставить войну позади. Но мирная жизнь быстро оборачивается новым испытанием — едва успев переступить порог дома, он получает зашифрованное сообщение о надвигающейся угрозе для близкого человека. Вновь полагаясь на инстинкты солдата, Эрлинг пытается предотвратить опасность, но вскоре понимает, что оказался втянут в цепь событий, где каждое действие ведёт к непредсказуемым последствиям. Загадки прошлого, секреты семьи и теневые политические интриги превращают его жизнь в поле битвы, где доверять нельзя никому. Вопрос лишь в том, кто управляет этой игрой — и какую роль отведено самому Эрлингу."
https://lordserials.fan/zarubezhnye-serialy/8-smotri-videt-serial-221.html,,Видеть,"В далёком будущем человеческая раса полностью лишилась зрения. Чтобы выжить, людям пришлось найти новый способ сосуществовать, строить и добывать пищу. Всё меняется, когда в семье бесстрашного воина Бабы Восса рождаются зрячие близнецы. Их появление рискует нарушить хрупкий баланс нового мира и ввергнуть успокоившуюся цивилизацию в хаос."
https://lordserials.fan/zarubezhnye-serialy/1801-uchitel.html,,Учитель,"Во главе истории находится Дженна Гарви, немолодая и одинокая учительница английского языка одной из элитных школ, которая имеет слабость к спиртным напиткам, любит проводить время в местных ночных клубах, а также заводит роман с женатым коллегой. Тем не менее профессионализм и энтузиазм в работе делают ее главной претенденткой на должность завкафедрой литературы. Однажды после очередной пьяной вечеринки женщина, столкнувшаяся с провалом в памяти, начинает обвиняться в сексуальных связях со своим 15-летним учеником Кайлом."
https://lordserials.fan/zarubezhnye-serialy/1689-devushka-gik-st.html,,Девушка-гик,"Неуклюжая девушка-подросток по имени Харриет Мэннерс всегда стремилась вписаться в общество, чтобы быть такой же, как и все ее ровесники. Но внезапно привычная жизнь странной старшеклассницы переворачивается с ног на голову после того, как ее замечает один из лучших модельных агентов Лондона. Именно тогда юная Харриет отправляется в неожиданное для самой себя жизнеутверждающее путешествие, в котором она не только раскроется в качестве модели, но и будет пытаться умело балансировать между учебой в старшей школе и высокой модой."
https://lordserials.fan/zarubezhnye-serialy/1945-invisible.html,,Невидимый,"12-летний Капи пострадал в результате несчастного случая, вызвавшего посттравматическое расстройство. Пока психолог пытается выяснить причины, Капи обнаруживает, что обладает способностями невидимки и его мучают кошмары с монстрами. Новый учитель стремится сделать невидимое видимым, чтобы помочь ему."
https://lordserials.fan/zarubezhnye-serialy/1430-terra-inkognita.html,,Терра инкогнита,"После того, как его родители таинственным образом исчезли восемь лет назад, юный Эрик Даларас отправляется на их поиски. Он и его сестра Ума выросли с бабушкой и дедушкой по материнской линии. Эрик решает покинуть дом, чтобы вернуться в место своего рождения, Кабо Кверт, где он планирует найти ответы в парке ужасов «Тьерра Инкогнита», так как именно здесь в последний раз видели его родителей. Вместе со своими друзьями, сестрой и тетей Эрик должен преодолеть свои страхи, чтобы разгадать загадки, которые в конечном итоге приведут его к ответам на все его вопросы."
https://lordserials.fan/zarubezhnye-serialy/255-kasl-rok-v.html,,Касл-Рок,"Начальник тюрьмы Шоушенк совершает самоубийство, и после его смерти в закрытом крыле здания находят странного юношу. Никто не знает, кто это, а сам он называет только имя адвоката Генри Дивера, который вырос в Касл-Роке. Дивер возвращается в город, где когда-то трагически погиб его отец, и пытается распутать историю загадочного заключенного."
https://lordserials.fan/zarubezhnye-serialy/53-chepelujejt-v2.html,,Чепелуэйт,
https://lordserials.fan/zarubezhnye-serialy/81-zaschitniki-hd-1s.html,,Защитники,"Главные герои сериала это трое суперлюдей. А именно Джессика Джонс, Люк Кейдж и Железный Кулак. Все они имеют способности, которые позволяют бороться со злом. Каждый из них прошёл через определённые трудности в своей жизни: дрался, лгал, и просто пытался выжить в современных условиях. Но все они не просто так собрались в Нью-Йорке, ведь для них теперь есть одна цель в этом случае."
https://lordserials.fan/zarubezhnye-serialy/710-ne-srabotalo.html,,Не сработало,"Проект расскажет о взлете и падении крупнейшей в мире сети коворкингов WeWork. Менее чем за десять лет компания выросла из одного помещения для коворкинга в глобальный бренд стоимостью 47 миллиардов долларов. Но потом, менее чем за год, ее стоимость упала на 40 миллиардов долларов. Что произошло?"
https://lordserials.fan/zarubezhnye-serialy/632-jendzhi-trajbeka.html,,Энджи Трайбека,"Комедийная история жизни Энджи Трайбеки, которая вот уже десять лет служит в элитном подразделении полиции Лос-Анджелеса."
https://lordserials.fan/zarubezhnye-serialy/977-antologiya-beatles.html,,Антология Beatles,Это серия документальных фильмов о жизни и временах творчества великой ливерпульской четверки - «The Beatles».
https://lordserials.fan/zarubezhnye-serialy/1151-ih-sobstvennaja-liga.html,,Их собственная лига,"История женской бейсбольной лиги, которая была создана в 1943 году, пока мужчины были на войне."
https://lordserials.fan/zarubezhnye-serialy/1469-vypusk-07.html,,Выпуск '07,"Когда апокалиптическая приливная волна обрушивается во время встречи бывших одноклассниц на 10 лет выпуска, группа женщин должна найти способ выжить на острове, в который превратился кампус их школы."
https://lordserials.fan/zarubezhnye-serialy/488-sorvigolova-netflix-2015.html,,Сорвиголова,"Главный герой это мужчина по имени Мэтт. В юности он не думал, что может потерять зрение. Всё случилось из-за автокатастрофы, после чего хоть главный герой выжил, теряет возможность видеть. Как ни старались врачи, вернуть ему зрение не получается, потому Мэтту предстоит привыкать ко всему. Внезапно хоть он и стал слабее, у него активируются и улучшаются другие чувства. И это помогает ему не только продолжать дальше жить, но и тренироваться и становится сильнее."
https://lordserials.fan/zarubezhnye-serialy/844-akademija-smerti.html,,Академия смерти,"Действие сериала разворачивается в 1987 году в Сан-Франциско. Лихо закрученный сюжет рассказывает увлекательную историю мальчишки по имени Маркус Лопес, который оставшись без родителей, был отправлен в детский дом. В приюте ребёнку не понравились порядки и он, предпочитая свободу, сбегает из социального учреждения, начав жить на улице, промышляя попрошайничеством и мелкими кражами, часто голодая, так как старшие товарищи отбирали большую часть заработка. Однажды бедняга попадает в поле зрения некоего Мастера Лина и тот забирает персонажа в секретную школу под названием «Королевский Доминион», владельцем которой является. В этом подпольном учебном заведении ребята изучают боевые искусства и становятся убийцами по найму. Царящие жесткие нравы с одобрения руководителя, сперва угнетают Маркуса, но убив в поединке однокашника и приобретя авторитет, он вливается в коллектив. Главный герой не имеет представления, через какие трудности и испытания придётся пройти, но он должен выдержать и стать лучшим в опасной профессии."
https://lordserials.fan/zarubezhnye-serialy/383-utrachennyj-simvol-v4.html,,Утраченный символ,"Довольно молодой преподаватель престижного Гарвардского университета по имени Роберт Лэнгдон специализируется на довольно непопулярном направлении исторической науки. Профессор является профессионалом в области расшифровки религиозных символов и манускриптов. Однажды его приглашают выступить с объемной лекцией в самом Капитолии. Однако, на месте выясняется, что произошло ужасное злодеяние. Агент Центрального разведывательного управления, которого зовут Сато сообщает, что Питера Соломона похитили неизвестные, отрубив и оставив в здании руку. Этот гений заменил главному герою отца и стал его наставником на научном поприще. Потому Роберт немедленно берется за поиски вместе с Кэтрин. Последняя родная дочка Соломона и как никто другой желает побыстрее найти старика. Между тем, чтобы добиться успеха, необходимо распутать клубок тайн и интриг, связанных с историей Соединенных Штатов и тайным обществом масонов. Именно их ""утраченное слово"" станет ключом к освобождению Питера. К сожалению, если информация попадет в руки злоумышленников, то последствия могут быть непредсказуемыми. Ведь после расшифровки первых подсказок выясняется, что речь идет о портале в другое измерение."
https://lordserials.fan/zarubezhnye-serialy/1573-govards-jend.html,,Говардс-Энд,"Всё начинается со случайного знакомства процветающей буржуазной семьи Уилкокс с умными, культурными и полными идеализма сёстрами Шлегель. Ясноглазая Маргарет заводит дружбу с миссис Уилкокс, стремительная Елена приводит в их семью молодого банковского клерка Леонарда Баста, живущего на краю нищеты и разорения. Когда миссис Уилкокс находится при смерти, семья обнаруживает, что она хочет оставить свой родовой дом Говардс-Энд в наследство Маргарет. Таким образом приводится в движение цепь событий, которая связывает три семьи и рисует портрет Англии поствикторианской эпохи."
https://lordserials.fan/zarubezhnye-serialy/1546-santehniki-belogo-doma.html,,Сантехники Белого дома,Группа оперативников должна выявить утечку информации о нацбезопасности США в правительстве.
https://lordserials.fan/zarubezhnye-serialy/2103-rajskij-gorod.html,,Райский город,"Самые неблагополучные районы Швеции окружены стенами и подчиняются специальным законам, призванным защитить остальных членов общества. Когда министр внутренних дел выступает с речью в самом большом районе, известном как Парадиз-Сити, ее похищают люди в масках. Агент Службы безопасности Фредрика обращается к Эмиру, бывшему бойцу ММА, которому грозит пожизненное заключение, с ультиматумом: работайте под прикрытием в Парадиз-Сити и найдите министра внутренних дел, если Эмир хочет снова увидеть свою дочь."
https://lordserials.fan/zarubezhnye-serialy/504-zhestokie-jelfy.html,,Жестокие эльфы,"Эта история рассказывает о среднестатистической семье, которая собирается отмечать рождественские праздники. Для празднования эти люди решили отправиться в отпуск. Так они оказались на отдаленном острове датского архипелага. Местные жители здесь крайне набожны, а общество довольно закрытое. Вера здешних людей находится на границе язычества. Они поклоняются волшебным созданиям, а именно – эльфам."
https://lordserials.fan/zarubezhnye-serialy/613-ljuk-kejdzh-2.html,,Люк Кейдж,"В молодости Люк Кейдж был обычным неблагополучным парнем, промышляющим мелкими грабежами, который даже представить не мог, что через некоторое время с ним произойдут невероятные события, после чего его жизнь уже никогда не будет прежней."
https://lordserials.fan/zarubezhnye-serialy/1422-kovcheg-s2.html,,Ковчег,"Экипаж космического корабля под названием «Ковчег один» должны проявить все свои способности, чтобы не сбиться с курса и выжить после катастрофического события, вызвавшего массовые разрушения и гибель людей."
https://lordserials.fan/zarubezhnye-serialy/1380-rozhdestvenskaja-burja-1.html,,Рождественская буря,"Из-за непогоды путешественники и сотрудники оказываются в ловушке в аэропорту и вынуждены вместе провести последние часы перед Рождеством. Среди них: некогда успешный пианист Артур Берг, вынужденный лететь на концерт эконом классом; эгоистичная и властная поп-звезда Ида; бармен Мариус, ждущий звонка врача с результатом анализов; Мария, пытающаяся добраться до Нью-Йорка на операцию сыну и другие."
https://lordserials.fan/zarubezhnye-serialy/2317-vozhd-vojny-apple.html,https://lordserials.fan/templates/lordfilm-light/images/fire.png,Вождь войны,"Эта захватывающая, беспрецедентная история объединения Гавайских островов рассказывает о Каиане, который вступает в кровопролитную войну, чтобы объединить враждующие королевства и спасти их от угрозы колонизации."
https://lordserials.fan/zarubezhnye-serialy/658-dzhek-richer-season-3.html,https://lordserials.fan/templates/lordfilm-light/images/fire.png,Джек Ричер,"Джек Ричер, бывший полицейский и боец спецназа, теперь наслаждается свободной жизнью, путешествуя по миру. Однажды он приезжает в Маргрейв, небольшой город, о котором ему рассказывал старший брат в связи с Блайндом Блейком, создателем музыкального стиля регтайм. Говорят, что Блейк умер именно здесь, после выступлений в местных барах. Но по прибытии в Маргрейв Джек внезапно оказывается за решёткой по подозрению в убийстве Пита Джоблинга, которое произошло за день до его приезда. Расследованием занимаются капитан Финлей и его напарница, офицер Роско."
https://lordserials.fan/zarubezhnye-serialy/1833-citadel-diana.html,,Цитадель: Диана,"Действия увлекательного сериала разворачиваются в Милане в 2030 году. Некоторое время назад организация под названием ""Цитадель"" распалась, а агенты, работающие в ней, были вынуждены разъехаться по разным городам. Одной из таких является Диана Кавальери. В прошлом она потеряла всю семью и сейчас хочет отомстить негодяям, лишившим ее родных. В поисках виновных, девушка находит семью Зани, которые управляют оружейным бизнесом. В качестве тайного агента девушка пробирается в ""Мантикору"". Здесь Диана находит союзника Эдо Зани, который оказывается на ее стороне. Сейчас персонажи решают объединить усилия, чтобы разрушить ""Мантикору"", ведь именно из-за за нее распалась ""Цитадель"", а главная героиня потеряла семью."
https://lordserials.fan/zarubezhnye-serialy/1888-chelovek-vnutri.html,,Свой человек внутри,"Многосерийная история, основанная на реальном документальном сюжете."
https://lordserials.fan/zarubezhnye-serialy/13-avanpost.html,,Аванпост,"В центре сюжета оказывается представительница расы Чернокровок - Тэлон. Она ищет убийц своей семьи, следы которых ведут в крепость, находящуюся на границе обитаемых земель. Во время путешествия девушка обнаруживает у себя сверхъестественные способности, которыми ей придется овладеть, чтобы спасти себя и защитить мир от фанатичного религиозного диктатора."
