page_url,image_url,tvshow_title,description
https://lordserials.fan/zarubezhnye-serialy/479-sshivatel.html,,Сшиватель,"Детективы расследуют дело серийного убийцы по прозвищу Сшиватель, который уже убил шесть человек и сшил вместе их тела."
https://lordserials.fan/zarubezhnye-serialy/83-druzja-series-4.html,,Друзья,"Шестеро друзей – Рейчел, Моника, Фиби, Джоуи, Чендлер и Росс – живут по соседству, вместе убивают время, делятся секретами и иногда очень сильно влюбляются."
https://lordserials.fan/zarubezhnye-serialy/1992-strannye-angely.html,,Странные Ангелы,"Геолог Лена возвращается в родной город Валбжих, чтобы найти пропавшую дочь, с которой она потеряла связь много лет назад и которую теперь подозревают в похищении нескольких детей. История наполнена тёмными тайнами и потусторонними явлениями."
https://lordserials.fan/zarubezhnye-serialy/768-vo-vselennuyu-so-stivenom-hokingom.html,,Во Вселенную со Стивеном Хокингом,"Знаменитый физик, профессор Стивен Хокинг, который в 30 лет оказался практически полностью парализован из-за прогрессирующей болезни, делится мыслями о самых интригующих загадках Вселенной, таких как инопланетная жизнь или путешествие во времени."
https://lordserials.fan/zarubezhnye-serialy/1899-dostoevskij.html,,Достоевский,"В суровой и мрачной деревне детектив Энцо Вителло становится всё более одержимым поиском серийного убийцы «Достоевского». У убийцы есть привычка оставлять рядом с телами своих жертв письма, в которых он описывает их последние минуты. Соблазненный нигилистическими записками убийцы и движимый собственными внутренними демонами, Вителло вступает в переписку с «Достоевским» вне ведома своей следственной группы. Этот разговор загоняет Вителло в самые тёмные уголки его души и заставляет столкнуться с тайной своего прошлого — тайной, которая заставила его бросить свою дочь Амбру, когда она была еще ребенком."
https://lordserials.fan/zarubezhnye-serialy/1564-nichegoshenki-d2.html,,Ничегошеньки,"Сериал показывает вымышленную жизнь Пита Дэвидсона, сочетая приземленное повествование с некоторыми абсурдными элементами мировоззрения, которым Дэвидсон хорошо известен."
https://lordserials.fan/zarubezhnye-serialy/828-maveriks.html,,Маверикс,
https://lordserials.fan/zarubezhnye-serialy/2277-ierihon.html,,Иерихон,"После 5 лет отсутствия Джейк Грин возвращается в провинциальный городок Иерихон, расположенный в канзасской пустыне, и хочет поменять свою жизнь к лучшему. В этот момент в США происходит череда необъяснимых событий, а ближайший крупный город Денвер стирается с лица земли мощным ядерным взрывом. Связь и коммуникации обрываются, из-за чего становится очевидно, что Америка подверглась неизвестной катастрофе и помощи ждать неоткуда. Молодой мужчина воссоединяется с семьей и берет на себя обязанности лидера города, помогая людям адаптироваться к жизни в новом мире, где нет правительства."
https://lordserials.fan/zarubezhnye-serialy/2390-ja-dzhek-rajt.html,,"Я, Джек Райт","Влиятельный и успешный предприниматель Джек Райт совершает самоубийство. На оглашении завещания его третья жена и двое сыновей узнают, что завещание оставляет их практически без наследства. Они настроены бороться за причитающееся им, как они считают, богатство. Тем временем старший инспектор Морган и констебль Джонс расследуют самоубийство и после экспертизы узнают, что Джека убили."
https://lordserials.fan/zarubezhnye-serialy/1541-gosudarstvennyj-sekretar-1.html,,Государственный секретарь,"История о государственном секретаре. После нескольких лет жизни вдали от ЦРУ, ей вновь приходится вернуться на политическую арену, где у нее получается решать вопросы даже в тех случаях, когда ради этого необходимо играть не по правилам."
https://lordserials.fan/zarubezhnye-serialy/1338-prizvanie-a1.html,,Призвание,"Всегда руководствовавшийся глубоким чувством духовности и религиозными принципами, детектив полиции Нью-Йорка Авраам Авраам вынужден усомниться в собственной человечности, когда рутинное расследование переворачивается с ног на голову."
https://lordserials.fan/zarubezhnye-serialy/1437-7-zhiznej-lea.html,,7 жизней Леа,"Обнаружив останки молодого человека, Леа просыпается в 1990-х и семь раз меняет тело в попытках разгадать загадку его смерти и предотвратить её."
https://lordserials.fan/zarubezhnye-serialy/1955-golos-peremen.html,,Голос перемен,"Истории активистов, попавших на скамью подсудимых после столкновения с полицией во время мирного марша в 1970 году. Процесс получил широкую огласку. В результате арестованных оправдали, а дело «мангровой девятки» стало первым в истории Великобритании, когда суд признал наличие расовых предрассудков у полицейских Лондона."
https://lordserials.fan/zarubezhnye-serialy/2276-chellendzher-poslednij-polet.html,,Челленджер. Последний полет,"28 января 1986-го года НАСА был запущен космический шаттл «Челленджер», который спустя 60 секунд полета потерпел крушение, а весь экипаж миссии, состоящий из семи специалистов, погиб. С помощью архивных кадров и восстановления хронологии событий исследуются многочисленные причины, приведшие к трагической катастрофе, а также оказавшие влияние на дальнейшую работу НАСА. Интервью с выдающимися астронавтами, инженерами и рядовыми сотрудниками организации дают возможность в полной мере оценить пугающий масштаб катастрофы «Челленджера»..."
https://lordserials.fan/zarubezhnye-serialy/1788-komandir-karan-saksena.html,,Командир Каран Саксена,"В центре истории оказывается агент RAW, командир Каран Саксена, которому предстоит разгадать важную тайну, имеющую политическую подоплеку и выявить предателя..."
https://lordserials.fan/zarubezhnye-serialy/1924-zemlja-bez-ljudej-series-l2.html,,Земля без людей,"Молодой одинокий геолог по имени Ишервуд Уильямс, живущий за городом, несколько месяцев находится в коме из-за укуса змеи. Спустя длительное время своего болезненного состояния, проведенного в полной изоляции, он возвращается в сознание и неожиданно узнает, что большая часть человеческой расы была уничтожена неизвестной формой смертоносной чумы. И пока прежняя, привычная людям цивилизация медленно приходит к полному разрушению, Иш решает всеми силами бороться за собственную жизнь, а также стремится отыскать других выживших."
https://lordserials.fan/zarubezhnye-serialy/1578-rabota-chto-my-delaem-ves-den.html,,Работа: Что мы делаем весь день,"Для кого-то это просто заработок. Для кого-то — призвание. В этом документальном фильме рассматривается, что работа значит для американцев в эпоху быстрых перемен."
https://lordserials.fan/zarubezhnye-serialy/1930-programma-moshenniki-sekty-i-pohischenija.html,,"Программа: Мошенники, секты и похищения","Спустя годы после учебы в коррекционной школе женщина, которую до сих пор преследует пережитое, рассказывает о коррупции и злоупотреблениях при работе с трудными подростками."
https://lordserials.fan/zarubezhnye-serialy/123-myslit-kak-prestupnik-season-18.html,,Мыслить как преступник,"Порой единственная возможность раскрыть загадочное преступление, это поставить себя на место злодея, и начать мыслить как преступник, пытаясь влезть в его шкуру, и пытаясь предсказать поступки. Когда в Сиэтле, одна за другой бесследно исчезают четыре молоды девицы, становится ясно, что сей прекрасный мегаполис обрел настоящего, полноценного маньяка. Поскольку душегуб хитер и осторожен, а потому не оставляет следов и улик, в руководстве ФБР принимается решение привлечь к расследованию специальное подразделение, специализирующееся на анализе поведения подобных хищников. Герои тщательно изучают все факты и данные, а затем пытаются найти аналоги в истории криминалистики. Поскольку такая методика требует специальной, профессиональной подготовки, отряд весьма не велик, и состоит из руководителя группы, сурового бывшего прокурора и агента Аарона Хотчнера, резкого и уверенного в себе мастера восточных единоборств Дерека Моргана, симпатичной и обаятельной Дженифер Джеро, и гениального парня, страдающего аутизмом Спенсера Рида. Ну а вместе все они составляют единый механизм, способный разгадать любую, самую сложную загадку."
https://lordserials.fan/zarubezhnye-serialy/1474-mokrye-psy.html,,Мокрые псы,История любви между матерью-одиночкой из рабочего класса с её 10-летней дочерью и привилегированным мужчиной.
https://lordserials.fan/zarubezhnye-serialy/292-letjaschie-skvoz-noch-v1.html,,Летящие сквозь ночь,"История о группе исследователей, которые отправляются на далекую планету, чтобы найти загадочное существо, но в пути сталкиваются с другими опасностями."
https://lordserials.fan/zarubezhnye-serialy/2425-poslednij-korabl.html,,Последний корабль,В основу фантастического телесериала «Последний корабль» лег одноимённый роман американского писателя и журналиста Уильяма Бринкли.
https://lordserials.fan/zarubezhnye-serialy/556-skorpion-12.html,,Скорпион,"Сюжет основан на реальных событиях. Это история об эксцентричном гении и его группе вундеркиндов. Они являются аналитическим центром, работающим на службу национальной безопасности, и их задача – разбираться со сложными угрозами современности."
https://lordserials.fan/zarubezhnye-serialy/757-doktor-kto-klassicheskii-doktor-kto.html,,Доктор Кто / Классический Доктор Кто,"Британский научно-фантастический телесериал компании Би-Би-Си о загадочном путешественнике во времени, известном как «Доктор», который вместе со своими спутниками исследует время и пространство, решая различные проблемы и борясь со злом."
https://lordserials.fan/zarubezhnye-serialy/343-pandora-v1.html,,Пандора,"В 2199 году Вселенная существенно изменилась. В рядах космической академии слушатели получают стратегические умения, направленные на то, чтобы спасти цивилизацию, которая стоит на опасном рубеже. Джакс пытается стать одним из специалистов, которым поручено спасать пространство от инопланетных и земных деструктивных влияний. Но девушка еще не осознает, что ее прошлое таит в себе секреты, способные, как дать новую надежду всему живому, так и погрузить все сущее в кромешную тьму небытия. Насколько сложно воспринимать предоставляемые педагогами знания, когда ответ на сокровенные вопросы скрывается внутри собственной биографии?"
https://lordserials.fan/zarubezhnye-serialy/411-programmisty-v1.html,,Программисты,"Молодая женщина Лили работает компьютерным инженером в крупной IT компании, занимающейся сложными квантовыми формулами. Вместе с Лили работает её возлюбленный. Но внезапно парень главной героини киноленты «Разрабы» пропадает. Коллеги Лили начинают говорить о том, что её парень был убит. Спустя некоторое время девушка понимает, что она сама должна взяться за расследование. Обладая достаточными источниками и используя все возможности технологии компании, Лили начинает собирать досье. Но чем дольше девушка занимается этим расследованием, тем больше начинает понимать, что исчезновение её возлюбленного может быть лишь маленьким звеном в запутанной цепочке этого громкого дела, которое кажется несвязным."
https://lordserials.fan/zarubezhnye-serialy/1379-litvinenko.html,,Литвиненко,Сотрудники Скотленд-Ярда расследуют отравление бывшего офицера ФСБ Александра Литвиненко.
https://lordserials.fan/zarubezhnye-serialy/1205-doktor-mafii.html,,Доктор мафии,"Для большинства врачей клятва Гиппократа священна. Но для одного доктора из Чикаго, которая оказалась в долгу у мафии, спасение жизней не на первом месте. The Mob Doctor — динамичная медицинская драма про талантливую молодую женщину, которая работает кардиохирургом днем, а ночью становится доктором для мафии, отрабатывая свои долги. Доктор Грейс Девлин — ведущий ординатор в медицинском центре Рузвельта в Чикаго. Умная, уверенная в себе, она один из самых многообещающих молодых хирургов страны. Но семейные узы крепко связивают ее с мафиозным миром чикагского Саутсайда. Чтобы выплатить игорный долг брата, она заключает сделку с дьяволом и соглашается работать на мафию."
https://lordserials.fan/zarubezhnye-serialy/146-navstrechu-tme-hd-1z.html,,Навстречу тьме,"Веселый праздник Хэллоуин, как правило, связан с комичными ужасами, и забавными кошмарами, но порой в этот день происходят и вправду жуткие вещи. Уилкс настоящий мастер своего дела, и исполняя ремесло киллера привык к любым чудачествам клиентов, однако на этот раз даже он слегка потрясён. Категорическое требование заказчика не только убрать объект, но и с ним не расставаться, иначе как психическим расстройством не объяснить, но правила следует чтить свято, и прилично одетый мужчина, передвигаясь по городу, волочит за собой мертвое тело, завернутое в целлофан. Окружающие воспринимают это, как часть карнавального костюма, а очаровательная Мэгги увлекает оригинала на веселую вечеринку."
https://lordserials.fan/zarubezhnye-serialy/1389-chernyj-sneg-g12.html,,Черный снег,"Середина 90-х, крохотный городок Эшмор, затерянный в островах Южного моря. Выпускницу местной школы Изабель зверски убивают. Жители взволнованы, они требуют от шерифа немедленно отыскать нелюдя и предать его высшему суду. С большой земли прибывает отряд полицейских, они просят помощи у населения. Создаются группы волонтеров, территория неустанно патрулируется. Однако допросы и розыск безуспешны; безумный убийца, хладнокровный распотрошивший школьницу, так и не найден. Люди, уставшие от страха и неизвестности, продают за бесценок или попросту бросают дома, уезжая прочь от проклятого места."
https://lordserials.fan/zarubezhnye-serialy/1695-ni-odnoj-bolshe-sw2.html,,Ни одной больше,Семнадцатилетняя девушка сообщает о сексуальном насилии в старшей школе. Начавшееся расследование переворачивает ее жизнь и проверяет на прочность ее отношения.
https://lordserials.fan/zarubezhnye-serialy/793-cepljajas-za-led.html,,Цепляясь за лёд,"С малолетства Кэтрин Бэйкер мечтает о карьере профессиональной фигуристки, а поскольку является человеком деятельным и способным, упорно идет к вожделенной цели, чтобы попасть в сборную США и поехать на Олимпийские игры. Выиграв несколько престижных турниров девушка неожиданно падает на тренировке во время исполнения сложного каскада, и получает тяжелую травму. Несмотря на то, что медики довольно быстро восстанавливают кондиции красавицы, теперь она не в состоянии справиться с психологической травмой боязни сложных прыжков. Осознав, что это конец, бедняжка собирается повесить коньки на гвоздь, когда на нее выходит с весьма интересным предложением работающая тут русский тренер Дарья Федорова. Если Кэт согласится поработать в паре с молодым и очень способным Джастином Дэвисом, коуч обещает в максимально короткие сроки переучить ее в парную фигуристку, и вывести на высочайший уровень. Кроме того, отец нового партнера, настоящий олигарх и на успех чада не пожалеет денег. Единственный негативный момент данного проекта, это гнусный характер заносчивого и наглого юноши."
https://lordserials.fan/zarubezhnye-serialy/2472-iz-mnogih.html,,Из многих,"Новый проект создателя «Во все тяжкие» Винса Гиллигана в жанре психологического сай-фая. Действие развернётся в городе Альбукерке, штат Нью-Мексико. Женщина Кэрол должна спасти мир от эпидемии счастья."
https://lordserials.fan/zarubezhnye-serialy/562-dva-s-polovinoj-cheloveka.html,,Два с половиной человека,"Закоренелый холостяк Чарли, постоянно опасающийся за свою свободу, и его брат Алан, недавно разошедшийся с женой, живут под одной крышей. Чарли только и делает, что заводит любовные интрижки, а Алан всеми силами пытается от него не отстать. В свободное от амурных приключений время братья воспитывают десятилетнего сынишку Алана Джейка. Пытаясь сделать из него настоящего мужчину, они порой просвещают его в совсем неподходящих для его возраста областях, учат игре в покер или флирту с девушками."
https://lordserials.fan/zarubezhnye-serialy/1805-sovy-ohotjatsja-nochju.html,,Совы охотятся ночью,"“Совы охотятся ночью” - это захватывающий детективный сериал, основанный на одноименном романе Энтони Хоровица. Сюжет разворачивается вокруг Сьюзен Райленд, бывшей сотрудницы полиции, ставшей писательницей детективов. Она живет на Крите со своим женихом Андреасом, оставив позади свою прежнюю жизнь. Однако, когда к ней обращаются Лоуренс и Полин Трехерн, прочитавшие книгу ее бывшего клиента Алана Конвея, Сьюзен оказывается втянутой в новое расследование. Лоуренс уверена, что за убийство, описанное в книге, осужден невиновный человек, и просит Сьюзен помочь найти настоящего убийцу. Сьюзен соглашается и возвращается в Англию, где ей предстоит погрузиться в мир тайн и интриг, собирая улики и встречаясь со свидетелями. Однако, после начала расследования, Лоуренс исчезает, добавляя новые загадки в и без того запутанное дело."
https://lordserials.fan/zarubezhnye-serialy/884-usekin.html,,Усекин,5 декабря 1986 года французско-алжирский студент Малик Усекин был забит до смерти парижской полицией. В четырехсерийном мини-сериале рассказывается о борьбе его семьи за справедливость и разоблачение правды.
https://lordserials.fan/zarubezhnye-serialy/1049-angely-v-amerike.html,,Ангелы в Америке,Рейгановская Америка. Триумф материализма и торжество яппи.
https://lordserials.fan/zarubezhnye-serialy/2190-krasnaja-linija.html,,Красная линия,"События разворачиваются вокруг трех семей из Чикаго, чьи жизни были разрушены местным полицейским, который по ошибке застрелил врача-афроамериканца. Школьный учитель Дэниэль Колдер оплакивает потерю своего мужа, оказавшегося на месте ограбления, где его приняли за преступника. Дэниэль остался единственным опекуном приёмной дочери Джиры, которая стремится связаться со своей родной матерью Тией. Тем временем сам полицейский тяжело переживает случившееся и пытается справиться с чувством вины, пока общественность жёстко осуждает и критикует его..."
https://lordserials.fan/zarubezhnye-serialy/2396-chudesa-nauki.html,,Чудеса науки,"Пятнадцатилетний Гарри Уоллас, невзрачный подросток, мечтающий о красивых женщинах и веселой жизни, и его единственный друг, застенчивый и добродушный «компьютерный гений» Вайт Донелли, вечно служат мишенью для насмешек и издевательств жестоких одноклассников. Однажды с помощью компьютера и загадочного электрического излучения им удается вызвать к жизни «женщину своей мечты». Ее зовут Лиза, и она готова выполнять желания своих создателей..."
https://lordserials.fan/zarubezhnye-serialy/371-koleso-vremeni-prime.html,,Колесо времени,"Действия в сериале разворачиваются в загадочном мире, где враждуют Великий Дракон, который может перерождаться, и Темный. Великий, в очередной раз победив Темного, закрыл проход в загадочный мир. А сущность Тьмы, опасаясь очередной победы своего конкурента, прокляла мужчин, которые занимались магией в ордене «Айз Седай», чтобы Великий не смог ни в кого переродиться."
https://lordserials.fan/zarubezhnye-serialy/1705-stat-karlom-lagerfeldom-j2.html,,Стать Карлом Лагерфельдом,"На протяжении долгих лет, Карл Лагерфельд создавал легендарное имя, ставшее соотносимо с уникальной модой. Профессиональный путь был труден, подкидывая непростые испытания молодому дизайнеру. Талант, бесстрашие, своеобразный взгляд на стиль дали ему билет в мир высокой моды, где кутюрье быстро удалось занять определенную нишу и заслужить уважение требовательной публики. Встреча с Коко Шанель открывает двери перед фотографом и модельером, ставшим ее приемником. Новый директор взял в руки управление модным домом, активно соперничая с Пьером Баже и Жак де Башер, приближенными к Ив Сен Лорану."
https://lordserials.fan/zarubezhnye-serialy/1867-den-shakala-hd3.html,https://lordserials.fan/templates/lordfilm-light/images/fire.png,День Шакала,"В высшей степени неподражаемый и неуловимый профессиональный киллер по кличке Шакал зарабатывает на свою жизнь выполнением сложнейших заказных заданий. При этом ловкий снайпер каждый раз умело меняет собственную внешность и тщательно скрывается от властей. Но вскоре на след безжалостного наемного убийцы выходит одна из сотрудниц британской службы разведки по имени Бьянка. Она не только всеми силами пытается выяснить личность скрытного и осторожного Шакала, но и начинает отслеживать его путь по всему европейскому континенту."
https://lordserials.fan/zarubezhnye-serialy/1793-selenkaj.html,,Селенкай,"16-летняя София Ривера вынуждена постоянно переезжать из-за работы родителей и жить в самых отдаленных местах. София жаждет стабильности в жизни и наконец-то хочет построить долгосрочные дружеские отношения и связи. Это желание, кажется, сбывается, когда семья переезжает в маленькую горную деревушку Рио Виво. Но когда София обнаруживает сверхъестественную силу, связанную с водой, ее мечты растворяются в воздухе. В это же время в деревню приезжают противоречивые и загадочные братья и сестры Феникс, которые привлекают внимание всех жителей, включая Софию. У Софии быстро возникает глубокая связь с Гаэлем, средним братом, к которому София чувствует влечение. Ее семья против этих отношений, потому что не доверяет Гаэлю и его братьям и сестрам. По мере того как София углубляет свои отношения с Гаэлем, она начинает расшифровывать все загадочные и сверхъестественные события и в процессе узнает больше о себе. Ее открытия в конечном итоге заставляют Софию усомниться в своем прежнем понимании мира."
https://lordserials.fan/zarubezhnye-serialy/580-chernyj-ponedelnik.html,,Чёрный понедельник,"После так называемого Чёрного понедельника - 19 октября 1987 года - когда произошел крупнейший обвал фондового рынка в истории Уолл-стрит, группа финансистов-любителей находит способ заработать на этом, в одночасье превратив свою унылую жизнь в сплошной праздник."
https://lordserials.fan/zarubezhnye-serialy/402-vse-ili-nichego-toronto-mjejpl-lifs-v1.html,,Все или ничего: Торонто Мэйпл Лифс,"Сюжет данной истории расскажет о том, как бывает порой тяжело спортсменам, как много сил они отдают своему любимому делу, только бы получить желаемое – победу. Жизнь хоккейной команды «Мейпл Лифс» каждый день наполнена тяжелыми днями, где каждый из участников оставляет много энергии, сил и ресурсов на тренировках, дабы достичь высот. Но жизнь спортсменов это не одни только тренировки или соревнования, но также это проблемы в семье, личные переживания, интересы и решение конфликтов, которые не ограничиваются игрой в хоккей. Данная история не просто расскажет о буднях хоккейной команды, она также погрузит в личностные конфликты игроков, тренера и даже персонала. Множество травм, взлетов и больных падений ждут хоккейную команду, которая не собирается сдаваться. Их внутренний слоган гласит о том, что нужно всегда вставать и двигаться дальше. Как бы не было тяжело, трудно и больно – нужно вовремя подняться на колени и двигаться к цели, чтобы в конце концов окончательно стоять твердо на своих двух ногах. Это не просто история, это нечто большее для каждого человека, который когда-либо интересовался хоккеем. Сюжет расскажет о трудных временах, которые браво смогли выдержать смелые, сильные и бравые игроки хоккейной команды. Только вперёд к победам!"
https://lordserials.fan/zarubezhnye-serialy/475-na-rozhdestvo.html,,На рождество,Оказавшийся на мели музыкант Бастиан страдает от предпраздничного уныния и возвращается домой на Рождество. Там его ждет череда невеселых сюрпризов.
https://lordserials.fan/zarubezhnye-serialy/1671-olenenok-j23.html,,Оленёнок,"Лондон, 2015 год. Молодой неудачник Донни Данн пытается реализоваться в комедии, а пока живёт у мамы своей бывшей девушки и работает в баре. Однажды он из жалости за счёт заведения угощает чаем полную женщину за 40, а та начинает обсыпать его комплиментами. Новую знакомую зовут Марта Скотт, и теперь она приходит в бар каждый день, навязчиво общается с Донни, называя его Оленёнком, и всячески намекает на свидание. Тот вяло отшучивается, но вскоре узнаёт, что стал предметом обожания уже судимой сталкерши."
https://lordserials.fan/zarubezhnye-serialy/1857-otstojat-territoriju.html,,Отстоять территорию,"За скотоводческую ферму, принадлежащую династии Лоусенов, ведется борьба. Заполучить ценные земли хотят гангстеры, скотоводы-конкуренты и магнаты."
https://lordserials.fan/zarubezhnye-serialy/2295-propavshie-devushki-long-ajlendskij-ubijca.html,,Пропавшие девушки: Лонг-айлендский убийца,"Этот документальный сериал погружает зрителя в мрачную хронику исчезновений женщин на Лонг-Айленде — историю, которая на протяжении долгих лет оставалась без должного внимания. Пропадали в основном молодые и уязвимые девушки, чьи судьбы были проигнорированы как обществом, так и системой. Лишь спустя время, когда вдоль безлюдного участка дороги начинают находить тела, становится ясно: это не случайности, а следы серийного преступника."
https://lordserials.fan/zarubezhnye-serialy/847-zmej-v-jessekse.html,,Змей в Эссексе,"Действия происходят в конце XIX века. Молодая вдова из Лондона - Кора Сиборн, наконец-то освобождается от тяжёлых пут ненавистного брака и получает возможность свободно распоряжаться своей жизнью и деньгами покойного супруга. Узнав о существующей легенде, описывающей таинственное существо, обитающее в деревушке под названием Олдвинтер, расположенной в графстве Эссекс, которое местные жители воспринимают как дракона, отправляется туда, чтобы сделать собственные выводы. А также проверить слухи, приписывающие доисторическому ящеру похищение людей. Современная и образованная главная героиня, которая верит в силу прогресса, уверена, что происходящее - это миф, придуманный малообразованными крестьянами. В процессе исследования Кора сближается с пастором местной церкви - Уиллом Рэнсомом, который также обеспокоен событиями, но совсем по другой причине. Персонаж беспокоится о моральном духе прихожан и боится, что происходящее подорвет веру в бога."
https://lordserials.fan/zarubezhnye-serialy/2473-otel-kostera.html,,Отель «Костьера»,"Даниэль Де Лука — бывший морской пехотинец, наполовину итальянец, который возвращается в Италию, страну своего детства, и начинает решать проблемы в одном из самых роскошных отелей мира, расположенном на живописном побережье Позитано."
https://lordserials.fan/zarubezhnye-serialy/2156-bolshaja-bukva-r.html,,Большая буква «Р»,"Женщине из пригорода, жене и матери ставят страшный диагноз – рак. Она вынуждена находить светлые стороны в своей ситуации. Этот сериал – метафора о том, как должны жить все мы, но никогда не живем. О том, что надо наслаждаться моментом."
https://lordserials.fan/zarubezhnye-serialy/1803-monstry-istorija-bratev-menendes-series-1.html,,Монстры: История братьев Менендес,"Вторая часть антологии, рассказывающей о громких преступлениях, совершенных в Америке, посвящена братьям Менендес. В 1989 году Лайл и Эрик расправились со своими родителями, убив их из ружья в собственном доме. После этого юноши вызвали полицию и сообщили, что, вернувшись из кинотеатра, обнаружили родных застреленными. Никакого подозрения поначалу их слова не вызвали. Полиция начала поиски преступников. А братья получили доступ к огромным деньгам и начали активно их тратить. Через несколько месяцев Эрик оказался на приеме у психолога, где рассказал про убийство близких. Через некоторое время молодых людей заключили под стражу. В суде они уверяли, что отец издевался над ними и совершал насильственные действия, а мать никогда за них не заступалась. Это якобы и стало причиной нападения на родителей. Но обвинение было уверено, что убийство произошло только из-за желания заполучить свободный доступ к счетам отца. В результате судебного разбирательства, состоявшегося в 96-м году, братьев признали виновными. С тех пор они в тюрьме и будут находиться там до конца своих дней без возможности пересмотра дела."
